query,date,age,gender
natwest_select_platinum_travel_insurance,20211115,45-54,Female
uktravel_insurance,20210630,65+,Male
cancelation_of_flight_covis_jet_2,20210214,65+,NULL
insurabce,20220119,NULL,Male
lloyds_bank_ava_travel_insurance,20210831,65+,Male
nationwide_flex_plus_travel_insurance,20211130,45-54,Female
trailfinders,20210430,65+,Male
trave_insurance_spain,20210623,55-64,Male
travel_insurance,20210603,65+,Male
aviva_travel_insurance,20220119,55-64,Female
can_i_travel_to_kiev_without_travel_insurance,20210721,45-54,Male
euro_plus_travel_insurance_for_over_70,20210512,65+,Male
green_list_countries,20211006,35-44,Female
holiday_insurance,20220124,65+,Male
nationwide_travel_insurance,20210915,65+,Male
rias_car_inurance,20210921,65+,Male
staysure_travel_insurance,20210424,65+,NULL
travel_insurance_comparison,20211130,65+,Male
will_the_new_green_list_for_travel_actually_start_on_the_7th_june,20210531,55-64,Female
does_visa_aeroplan_travel_insurance_cover_covid,20210930,NULL,Male
rock_insurance,20211219,NULL,Female
travel_insurance_during_covid_19,20210627,65+,Male
a_viva_travel_insurance,20211104,65+,Male
are_you_covered_by_travel_insurance_visiting_a_red_country,20211213,65+,Male
puffin_travel_insurance,20210903,65+,Male
rias_house_insurance,20211021,65+,NULL
ski_travel_insurance,20211205,45-54,Male
90_day_travel_in_europe,20211014,65+,Male
best_annual_travel_insurance_with_passport_cover,20210819,NULL,Female
martin_lewis_travel_insurance,20210520,65+,Male
natwest_travel_insurance_advantage_gold,20211118,65+,NULL
paula_leeson,20220117,45-54,Female
travel_insurance,20211028,65+,Male
travel_insurance_comparison,20220112,65+,Male
travel_insurance_for_over_80,20210922,65+,NULL
aig_travel_insurance,20210227,65+,Male
cheap_travel_insurance_for_turkey_over_50_years,20211127,NULL,Female
global_health_insurance,20210225,65+,Male
rias,20220113,65+,Male
tesco_holiday_insurance,20210317,65+,Female
travel_insurance_for_cruise_with_medical_conditions,20210609,65+,Male
cruise_insurance,20210521,45-54,Male
holiday_extras_insurance,20220125,35-44,Male
nationwideukitravelcom,20210904,65+,Female
rias_home_insurance,20211207,65+,Female
travel_at_what_point_does_delayed_personal_possessions_cover_usually_start_to_pay,20210326,35-44,Male
travel_insurance_covering_covid_19,20210702,35-44,Female
travel_insurance_for_over_70,20210719,65+,Male
traveltime_travel_insurance,20210919,65+,Female
coverwise,20220108,NULL,NULL
staysure_claims_department_address_finder,20211109,NULL,NULL
tesco_travel_insurance,20210713,NULL,Male
travel_insurance_compare_sights,20210913,65+,Male
insurance_companies_that_will_insure_travellers_to_portugal_whilst_on_amber_list,20210606,55-64,Female
nationwide_flex_account_insurance_covid,20210806,65+,Male
overseas_holiday_home_insurance_comparison,20210317,65+,Male
top_10_holiday_insurance,20210926,NULL,NULL
aa_insurance,20220104,55-64,Female
can_i_transfer_holiday_insurance_to_following_how_to,20210528,65+,Female
coverwise,20211124,65+,Male
covid_travel_insurance,20211230,65+,Male
holiday_insurance_with_medical_conditions,20220125,65+,Male
nationwide_travel_insurance,20211118,65+,Male
travel_insurance_aviva,20211011,65+,Female
cheap_travel_insurance_for_europe_over_55need_90_day_multitrip_cover,20220122,NULL,Male
one_way_travel_insurance_hong_kong,20210224,35-44,Female
puffin_travel_insurance,20211004,65+,Male
the_aacomcarinsurancemore,20211129,65+,Male
uk_insurers_for_homes_abroad,20211209,65+,Male
admiral_travel_insurance_voucher_code,20210921,65+,Male
nationwide_flexaccount_travel_insurance,20211110,55-64,Female
puffin_insurance,20210912,65+,Male
puffin_travel_insurance,20211111,55-64,Male
rias_insurance,20210603,45-54,Male
saga_travel_insurance,20210827,65+,Male
trainline_cheap_travel_insurance,20210506,55-64,Female
axa_travel_insurance,20210908,65+,Male
coverwise_contact_centre,20210305,35-44,Female
lloyds_bank_holiday_insurance_policy,20211104,65+,Female
can_you_have_cruise_and_travel_insurance_on_the_same_policy_expert,20211223,65+,Male
cancelling_a_holiday_due_to_illness,20211107,55-64,Female
insurance_cover_for_covid_quarantine,20210413,55-64,Male
jet2_travel_insurance,20211127,65+,Male
lloyds_platinum_travel_insurance,20211124,55-64,Female
thomas_cook_travel,20210808,65+,Female
when_to_book_holiday_insurance,20210308,65+,Male
annual_travel_insurance_over_65,20210829,65+,Male
holiday_insurance_with_medical_conditions,20210819,55-64,Male
barclays_travel_insurance_number,20210527,45-54,Male
cost_reimbursement_when_country_goes_from_green_to_amber,20210722,NULL,Female
does_natwest_insurance_cover_cruises,20220109,65+,Female
lloydsbankavatravelinsurance,20211027,65+,Male
over_70_insurance_travel_yearly,20210217,65+,Male
post_office_insurance_travel,20210518,65+,Female
the_aa_insurance,20220116,65+,Male
who_does_travel_insurance_for_80_year_olds_in_jersey,20211023,65+,Female
best_travel_insurance,20211020,65+,Male
best_travel_insurance_providers,20211127,65+,Male
insurance_for_a_single_trip_to_isle_of_man,20210720,65+,Female
rias,20220128,65+,Male
travel_insurance_for_amber_country,20210819,15-24,Male
wwwriascouk,20220111,NULL,NULL
axa_travel_insurance_lloyds,20210823,65+,Female
compare_the_market_travel_insurance,20210830,NULL,Male
hays_travel,20210806,55-64,Male
holiday_extras,20210712,55-64,Male
martin_lewis_travel_insurance,20220126,NULL,NULL
nationwide_travel_insurance,20211214,65+,Female
will_my_travel_insurance_pay_for_enforced_hotel_quarantine,20211127,55-64,Female
aim_going_to_canary_island_what_insurance_do_i_need,20210827,55-64,Female
aviva_travel_insurance_quote,20211111,65+,Male
puffin_insurance,20210914,65+,Male
best_insurance_when_travelling_to_spain_coronavirus,20210605,65+,Male
compare_the_market,20210822,65+,Male
insurance_if_lockdown,20210301,45-54,Female
lloyds_bank_travel_insurance,20210801,45-54,Female
schengen_travel_insurance_online,20211011,65+,Male
tesco_holiday_insurance,20210221,65+,Female
the_aa_insurance,20211107,NULL,Male
covid_travel_insurance,20211109,35-44,Female
david_lloyd_leisure_prices_for_swimming_over_65,20210822,65+,Female
holiday_insurance,20220119,65+,Male
holiday_insurance,20220123,65+,Male
how_to_claim_on_an_axa_travel_insurance,20220106,65+,Male
rias_insurance_login,20210418,65+,NULL
travel_insurance_for_over_65,20210309,65+,Female
nationwide_flexaccount,20211124,65+,Male
rias,20210301,45-54,Male
travel_insurance_with_covid_cover,20220108,35-44,Male
atrial_fibrilation_and_travel_insurance,20210622,65+,Male
cover_to_go_travel_insurance,20210906,65+,Male
covid_travel_insurance,20211102,65+,Male
rias_home_insurance,20210707,NULL,Female
rias_insurance,20210927,65+,Female
travel_insurance,20210511,45-54,Female
atrial_fibrillation,20210622,65+,Male
coverwise_travel_insurance,20210607,55-64,Male
jet2_covid_cover,20211206,NULL,Male
quadbiking_travel_insurance,20211012,NULL,Female
saga_health_insurance_abroad,20211217,NULL,NULL
aa_insurance,20211001,35-44,Male
atlas_insurance_uk,20211126,NULL,NULL
aviva_travel_ins,20210224,65+,Male
coverwise_holiday_insurance,20210613,65+,Female
covid_holiday_insurance,20211121,NULL,NULL
current_accounts_with_travel_insurance,20210926,65+,Male
holidayrisk_travel_insurance_reviews,20210509,65+,Male
how_much_90_day_travel_insurance_for_over_65s,20210929,65+,Male
insurance_for_sailing,20210627,55-64,Male
safeguard_travel_insurance,20211124,65+,Male
travel_insurance,20210926,45-54,Female
best_travel_insurance_for_over_70s,20220102,65+,Male
cheap_holiday_insurance,20211103,15-24,Male
nationwide_travel_insurance_with_flex_account,20210916,65+,Female
rias,20210429,45-54,Male
travel_insurance_for_expats_living_abroad,20210212,45-54,Male
big_cat_ravel_insurance,20211106,45-54,Female
cruise_booked_but_what_about_insurance_as_it_might_be_cancelled,20210901,65+,Male
holiday_extras,20210929,65+,NULL
nationwide_holiday_insurance,20211018,65+,Male
puffin_insurance_quotes,20210814,65+,Male
travel_insurance_for_travelling_in_uk,20210210,65+,Male
covid_travel_insurance,20210709,45-54,Female
has_carribean_cruise_insurance_go_more_expensive,20211014,65+,Male
holiday_travel_insurance,20210324,65+,Male
puffin_travel_insurance,20210707,55-64,Male
single_flight_travel_insurance_comparison,20220107,65+,Male
travel_insurance_cover_for_covid,20211216,55-64,Female
uk_holiday_insurance,20210715,65+,Female
what_pregnancy_cover_do_i_need_for_my_travel_insurance,20220111,45-54,Female
jd_travel_isnurance,20210811,65+,Male
wwwlloydsabankavatravelinsurancecom,20210903,45-54,Male
bookingcom_holiday_insurance,20210807,55-64,Female
covid_19_insurance,20210909,NULL,Male
covid_travel_insurance,20210202,NULL,Male
holiday_insurance_compare,20220104,65+,Male
holiday_insurance_with_medical_conditions,20220122,65+,Female
is_it_possible_to_get_travel_endurance_to_amber_countries,20210608,NULL,Female
martin_lewis_best_travel_insurance,20211019,65+,Male
allianz_travel_insurance,20210708,NULL,Female
covid_travel_insurance,20220127,NULL,NULL
go_compare_travel_insurance,20210602,55-64,Male
leisure_guard_travel_insurance,20210714,45-54,Female
lloydsaxatravelinsurance,20211216,65+,Male
www_lloydsbankavatravelinsurance,20210808,65+,Male
can_you_buy_travel_insurance_to_amber_country,20210728,45-54,Female
churchill_travel_insurance_for_the_elderly,20210624,65+,Male
cuvva_insurance,20211101,65+,Male
lloyds_travel_insurance_log_in,20211006,65+,Male
travel_insurance_to_cover_covid_19,20210422,45-54,Female
martin_money_saving_expert_travel_insurance,20220112,NULL,Female
paying_too_much_travel_insurance,20210211,65+,Male
voucher_codes_for_staysure_travel_insurance,20210816,55-64,Female
aviva_travel_insurance,20210913,65+,Male
best_travel_insurance_to_cover_covid_19,20210218,65+,Male
coverwise,20211123,NULL,Female
money_intention_services_travel_insurance,20210412,65+,Male
my_aa_insurance,20210914,65+,Male
over_70_travel_insurance,20210621,65+,Male
policies_direct_login,20210426,65+,Male
tesco_travel_insurance,20210702,55-64,Male
bupa_global_travel_insurance,20220124,NULL,NULL
holiday_insurance_covid_cover,20210420,35-44,Female
insurance,20210512,65+,Male
natwest_gold_account_travel_insurance,20211105,65+,Female
best_holiday_insurance,20210522,NULL,Female
cheap_travel_insurance_to_france,20210820,65+,Female
coverwisecouk,20220131,NULL,Male
covid_travel_insurance_cover,20210915,55-64,Male
nationwide_travel_insurance_covid_treatment,20211124,45-54,Female
what_wording_do_i_need_for_insurance_cover_for_covid_19,20220111,55-64,Female
flex_account_travel_insurance_nationwide,20211026,65+,Male
holiday_insurance_for_motorhomers,20220130,65+,Male
insurance_to_cover_covid_in_spain,20211205,NULL,Female
jet2_cooling_off_period,20220105,NULL,Male
leisure_guard_travel_insurance,20220110,65+,Male
nationwide_travel_insurance_repatriation,20211104,65+,Female
axa_travel_insurance,20211016,45-54,Male
do_i_need_health_insurance_for_the_channel_islands,20220104,65+,Female
morethancom,20210816,55-64,Male
nationwide_travel_insurance_with_flex_account,20220117,35-44,Male
staysure_travel_insurance,20211026,65+,Male
travel_insurance_axa_thailand,20220102,45-54,Female
whos_the_best_for_travel_insurance,20211120,55-64,Male
best_travel_insurance_for_over_65s,20220122,55-64,Female
best_travel_insurance_policy_for_covid,20210825,55-64,Male
covid_and_travel_insurance_uk_cost,20210817,65+,Female
www_travel_directory_money_advice_service,20220110,65+,Male
more_than_travel_insurance,20210418,45-54,Female
rias_insurance,20210510,65+,Male
work_travel_insurance_in_usa_for_students,20210507,55-64,Male
nationwide_travel_insurance_covid,20220104,35-44,Male
oul_direct_travel_insurance,20220129,NULL,NULL
travel_insurance_uk,20211130,35-44,Female
bennetsinsurance,20210706,65+,Male
lloyds_ava_travel_insurance,20211028,65+,Female
nationwide_flex_plus_travel_insurance,20210823,65+,Male
coverwisecouk,20211014,35-44,Female
hays_travel,20210308,65+,Male
holiday_8nsurance_cover_if_i_cant_travel_because_a_member_of_my_party_is_ill,20220113,55-64,Female
ieisure_guard_travel,20211019,65+,Male
best_annual_travel_insurer,20220110,65+,Male
british_heart_foundation_holiday_insurance,20220125,65+,Female
puffin_insurance,20211015,55-64,Male
travel_cancellation_refund_due_to_positive_covid_test_result,20220106,NULL,Male
who_offers_the_best_cruise_travel_insurance,20220118,NULL,NULL
europlustravelinsurance,20210625,65+,Male
lloydsbankavatravelinsurance,20210929,65+,Female
medical_travel_insurance,20210928,55-64,Female
nationwidecoukhelptravel,20211107,NULL,Male
reviews_avanti_travel_insurance,20210924,55-64,Male
90_day_travel_insurance_worldwide,20211011,55-64,Male
abta_travel,20220108,65+,Male
best_uk_travel_insurance_companies,20211223,65+,Male
can_i_insure_travel_accomodation,20210520,55-64,Female
puffin_travel_insurance,20211003,65+,Male
travel_insurence,20220123,35-44,Male
best_travel_insurance,20220109,NULL,NULL
complaints_travel_insurance_companies,20210928,55-64,Female
top_travel_insurance,20210906,65+,Male
asymptomatic_patients_axa_thailand,20220120,35-44,Male
aviva_travel_insurance,20210903,45-54,Female
holiday_insurance,20210917,65+,Male
ryanair_holiday_insurance_reviews,20211208,65+,Male
bhforguk_friendly_traver_insurance_companies,20211010,65+,Male
coverwise_travel_insurance,20210922,45-54,NULL
does_travel_insurance_cover_you_if_a_country_goes_on_the_red_list,20210823,45-54,Male
get_going,20210628,65+,Male
insure_and_go_coronavirus_cover,20220121,65+,Female
mobility_travel_insurance_with_medical_conditions,20210317,65+,Female
travel_inssurance,20220125,NULL,Male
how_much_extra_should_i_pay_for_irregular_heartbeaton_my_travel_insurance,20211203,65+,Male
leisure_guard_travel,20210819,65+,Male
lloyds_travel_insurance_axa_insurance,20211228,65+,NULL
nationwide_travel_insurance,20211005,65+,Female
churchill_travel_insurance_quote,20220118,65+,Female
nationwide_building_society_travel_insurance,20211216,65+,Male
saga_travel_insurance,20211123,65+,Female
travel_insurance,20210327,65+,Male
who_is_in_charge_of_axa_travel_insurance_in_the_uk,20211116,55-64,Female
cheap_travel_insurance_for_over_70s,20211018,65+,Male
covid_travel_insurance,20211104,NULL,Male
covid_travel_insurance_cover,20220107,65+,Female
enchance_travel_insurane_should_cover_pcr_test,20211220,65+,Male
halifax_holiday_insurance_cover,20220124,65+,Male
rias_car_insurance,20211014,65+,Male
rias_insurance,20210226,65+,Male
tesco_travel_insurance,20210509,65+,Male
axa_sawasdee_thailand,20220111,45-54,Male
coverwise,20211202,65+,Female
lloydsbankavatravelinsurancecom,20210710,65+,Male
travel_insurance_with_full_covid,20211026,65+,Male
aa_home_insurance,20211107,65+,Female
aa_insurance_services,20211228,65+,Male
axa_hk_travel_insurance_covid_coverage,20211127,NULL,Male
covid_travel_insurance,20211117,NULL,Male
more_than_travel_insurance,20210924,65+,Female
nationwide_flex_account,20211106,65+,Male
nationwide_travel_insurance_with_flex_account,20211108,45-54,Female
natwest_travel_insurance,20210829,65+,Male
travel_insurance_within_uk,20210209,65+,Male
donald_mcpherson,20220117,55-64,Male
is_annual_travel_insurance_cheaper_than_two_trips_only_abroad,20220110,65+,Male
lloydsbankavatravelinsurance,20220106,65+,Male
travel_insurance,20211011,65+,Female
which_insurance_for_medical_conditions,20211229,65+,Male
wwwriascouk,20211001,65+,Male
allclear_travel_insurance_are_they_insure_and_go,20220126,65+,Male
p_and_o_travel_insurance_requirements,20210325,NULL,Female
rias,20210420,35-44,Male
sunmaster_travel_insurance,20210814,65+,Female
travel_insurance_when_traveling_with_sister,20220115,45-54,Male
avanti_travel_insurance,20211229,65+,Female
barclaycardcoukpremierchargecardtravel,20211113,65+,Male
best_travel_insurance_from_the_uk_meercat,20220124,45-54,Female
does_having_high_cholestrol_increase_the_cost_of_travel_insurance,20210318,65+,Female
emirates_travel_insurance,20220103,65+,Male
fully_comprehensive_cruise_insurance,20210812,15-24,Male
holiday_insurance_for_orange_list_countries,20210723,NULL,Male
axa_thailand_covid_insurance,20211209,35-44,Male
can_holiday_firms_make_you_go_on_a_holiday_where_you_have_to_self_isolate,20210508,65+,NULL
holiday_travel_insurance_for_over_70s_with_axa_insurance,20220124,65+,Male
lloydsbankavatravelinsurance,20211105,35-44,Male
martin_lewis_travel_insurance,20210531,55-64,Female
staysure_travel_insurance,20210508,65+,Male
axa_thailand_covid_insurance,20220131,55-64,Female
coverwisecouk,20210406,45-54,Female
govuk_travel_insurance_online,20210512,55-64,Female
holiday_insurance,20220109,65+,Male
holiday_safe,20210310,65+,Male
review_ryanair_travel_insurance,20210909,65+,Male
axa_thailand_covid_insurance,20211117,55-64,Male
is_travel_insurance_necessary_with_omricon,20220106,65+,Female
martin_lewis_money_saving_expert_cheapest_travel_insurance,20220114,65+,Male
medical_travel_insurance,20211103,65+,Male
travel_insurance,20210416,65+,Male
travel_insurance_for_amber_countries,20210611,45-54,Female
travel_insurance_to_cover_from_ecuador_to_uk,20211124,65+,Female
aalianz_lloyds_insurance,20220120,65+,Female
can_i_claim_travel_insurance_back_if_cruise_is_cancelled,20210620,65+,Male
cheap_caravan_insurance_quotes,20210310,65+,Male
does_ryanair_travel_insurance_cover_costd_for_covid_,20210625,45-54,Male
travel_insurance_for_over_80_usa,20211215,65+,Male
why_cant_i_get_an_axa_travel_insurance_quote_on_line,20210710,65+,Female
barclays_travel_insurance,20211014,65+,Male
best_travel_operator_with_covid_insurance,20220110,35-44,Female
churchill_travel_insurance_quotes,20220107,NULL,Female
european_travel_insurance_medical_only_insurance_plans,20210813,65+,Male
lv_holiday_insurance_for_over_70s,20211026,65+,Female
who_is_the_best_travel_insurance_company,20210921,65+,Male
can_you_go_on_coach_tour_in_uk_without_insurance,20210731,65+,Female
do_travel_insurers_refuse_cover_on_the_basis_of_age_alone,20210326,35-44,Male
insureme4,20210913,65+,Female
nationwidecoukcompareaccounts,20211220,65+,Male
which_travel_insurance_companies_cover_covid_19,20210818,NULL,Female
avanti_travel_insurance,20220116,65+,Male
holiday_extras_travel_insurance_reviews,20210805,65+,Female
how_soon_before_i_travel_should_i_buy_travel_insurance,20220125,65+,Male
if_you_dont_claim_preexisting_medical_conditions_for_travel_insurance,20211004,NULL,Male
latest_on_travel_abroad_information_covid,20210810,65+,Female
saga_insurance,20220131,65+,Male
best_travel_insurance_for_covid_19_uk,20210225,45-54,Female
natwest_travel_insurance_policy,20220101,65+,Female
president_bidens_access_to_usa_rules,20211202,NULL,NULL
rias_car_insurance,20211011,65+,Female
rias_home_insurance,20210322,65+,Female
single_trip_one_day_uk_travel_cancellation_insurance,20210722,65+,Female
travel_insurancce_uk,20210910,45-54,Female
travel_insurance_to_spain_with_covid_cover,20210907,35-44,Female
travel_insurance_uk,20210923,65+,Male
best_multi_trip_policy_for_over_70,20210914,65+,Male
blood_pressure_readings_for_over_80,20210816,65+,Female
insure_for_travel_insurance_reviews,20210906,65+,Female
my_flex_plus_travel_insurance_account,20211230,65+,Male
puffin_pet_insurance_for_dogs,20211123,NULL,NULL
which_is_the_tarvel_insurance_to_amber_list_countries_in_europe,20210613,65+,Male
will_my_insurance_cover_a_holiday_to_an_amber_list_country,20210523,65+,Female
best_travel_insurance,20210222,55-64,Male
tesco_travel_insurance_over_70,20210620,65+,Female
jet2_covid_insdurance,20210719,35-44,Female
coverwise,20210924,55-64,Female
get_going_travel_insurance,20210601,65+,Female
hsbc_travel_insurance_covid,20210617,55-64,Male
lv_travel_insurance_for_over_65,20210829,65+,Male
national_insurance_ni_holiday_child_12,20210806,45-54,Male
travel_insurancemartin_lewis,20210630,55-64,Female
what_happens_if_holidays_flight_and_hotel_booked_with_ba_and_if_the_coutry_becomes_red_list_or_travel_ristrictions_imposed_then_what_happens,20211123,45-54,Female
which_money,20210728,65+,Female
best_dubai_travel_insurance,20220129,65+,Female
holiday_insurance_during_covid,20210625,45-54,Female
lloydsbankavatravelinsurancecom,20210901,65+,Male
travel_insurer_got_cover_wrong,20211108,55-64,Male
insurance_for_covid_holiday_insurance,20211230,35-44,Female
is_travel_insurance_valid_if_you_travel_to_a_red_list_country,20210829,65+,Female
rias_car_insurance,20210413,45-54,Female
how_to_get_cheap_travel_insurance_after_having_cancer,20211012,45-54,Male
nationwide_covid_travel_insurance_for_over_70,20220107,NULL,NULL
puffin_insurance,20220105,65+,Female
travel_insurance_for_long_trips,20211203,45-54,Male
travel_insurance_for_puffin_insurance,20220120,65+,Male
travel_to_france,20210614,55-64,Female
when_should_you_start_holiday_ins,20220119,45-54,Female
barclays_travel_insurance_telephone_number,20210827,35-44,Female
coverwise_travel_insurance,20210826,65+,Male
mrl_travel_insurance,20210503,55-64,NULL
rias_house_insurance,20210802,65+,Male
annual_policy_refund_due_to_coronavirus,20210225,45-54,Female
asda_cheap_holiday_insurance,20211103,15-24,Male
can_i_get_insurence_if_i_have_to_self_isolate_while_on_holiday,20211128,55-64,NULL
coronavirus_travel_insurance_comparison,20210817,65+,Female
martin_lewis_travel_insurance,20220121,NULL,Male
travel_insurance_with_medical_conditions,20210906,65+,Male
holiday_insurance_for_cruises,20210807,65+,Female
holiday_insurance_with_covid_cancellation_cover,20210827,65+,Male
my_holiday_home_insurance,20211117,65+,Male
staysure_travel_insurance,20210816,65+,Male
travel_insurance_comparison,20220108,45-54,Male
morethancom,20210914,65+,Female
topdog_travel_insurance,20210505,65+,Female
emirates_insurance,20211103,65+,Male
had_travel_insurance_for_year_not_used_can_i_get_refund,20210215,65+,Male
lloydsbankavatravelinsurance,20210630,55-64,Male
which_banks_cover_travel_insurance,20210817,65+,Female
wwwrockinsurancecomcancellation_of_tavel_insurance,20210813,65+,Female
best_cruise_insurance_uk,20220118,NULL,NULL
travel_insurance,20211111,NULL,NULL
aa_insurance,20220115,NULL,Female
direct_travel_insurance,20211122,NULL,Female
easyjetinscollingsoninsurancecom,20220104,65+,Male
manulife_covid_travel_insurance_canada,20210610,45-54,NULL
staysurecouk_covid_cover,20210804,65+,Male
travel_insurance,20210624,55-64,Male
travel_insurance_uk,20210928,25-34,Female
why_did_rbs_add_the_endorsement_not_covering_quarantine_in_travel_insurance,20210709,45-54,Male
golf_holiday_insurance,20210906,65+,Male
lv_travel_insurance,20220111,NULL,NULL
martin_lewis_holiday_insurance,20211007,55-64,Male
riaz_insurance,20210702,65+,Male
travel_insurance,20210425,65+,Male
travel_insurance,20220115,65+,Female
travel_insurance_covering_amber_cpuntries,20210509,55-64,Female
axa_insurance,20220105,65+,Male
coverwise,20210320,65+,Male
coverwise_travel_insurance,20220110,45-54,Female
travel_insurance_reviews,20220124,55-64,Male
emirates_io_travel_insurance,20210504,55-64,Male
travel_insurance,20220105,65+,Male
travel_vhi,20210519,NULL,Male
allclear,20220131,65+,Male
cheap_travel_insurance_uk,20211024,65+,Female
coverwisecouk,20211125,35-44,Female
health_and_travel_insurance,20211025,25-34,Female
holiday_insurance_going_to_scotland,20220127,55-64,Male
lloyds_bank_travel_insurance_premier_account,20220130,65+,Male
more_than_travel_insurance,20210920,65+,Male
oktotravelinsurance,20210518,65+,Male
rias_insurance,20210314,55-64,Male
travel_insurance_with_prostate_cancer,20210912,65+,Male
axa_family_travel_insurance_thailand_online,20220101,45-54,Female
battleface_travel_insurance,20220109,55-64,NULL
halifax_ultimate_travel_insurance,20211018,65+,Male
lv_travel_insurance,20210925,65+,Female
travel_insurance_comparison,20211112,55-64,Male
travel_insurance_for_over_70,20210616,45-54,Male
travel_insurance_in_covid_amber_countries_uk,20210731,NULL,Male
travel_insurance_which_covers_for_covid_19,20210331,45-54,Female
barclays_premier_visa_credit_card_travel_insurance_benefits,20210909,45-54,Female
coverwise_travel_insurance,20210914,55-64,Male
covid,20210727,65+,Female
list_of_holiday_insurance_companys,20210910,65+,Female
natwest_travel_insurance,20211110,65+,Male
travel_insurance_with_aortic_stenosis,20211108,NULL,NULL
travelinsuranceforlungcancer,20210704,65+,Male
what_kind_of_covid_cover_can_i_get_with_travel_insurance_uk,20220111,55-64,NULL
hsbc_premier_travel_insurance,20210625,45-54,NULL
insurance_for_travel_during_covid,20211105,65+,Female
oul_direct_insurance,20211018,35-44,Male
rbs_travel_insurance_excess,20210503,45-54,Female
wwwlloydsavatravelinsurancecom,20210831,55-64,Female
amusing_holiday_insurance_claims,20210211,65+,Female
aviva_holiday_insurance,20210222,65+,Male
do_i_have_travel_insurance_with_credit_card,20210921,45-54,Male
do_i_need_travel_insurance_if_holidaying_in_uk,20220119,NULL,Female
latitude_travel_insurance,20210913,65+,Female
puffin_insurance,20211115,65+,Male
travel_insurance_red_list_countries,20211126,55-64,Male
do_you_think_pcr_testing_for_holidays_abroad_will_end,20210808,55-64,Male
nationwide_travel_insurance,20220121,65+,Male
tesco_bank_box_insurance_class_1,20220119,45-54,Female
tesco_holiday_insurance,20210925,65+,Male
wizz_travel_insurrance,20210622,45-54,Female
coverwise_travel_insurance,20210512,65+,Female
holiday_insurance_uk_only,20210702,65+,Male
nationwide_flex_plus_travel_insurance,20211230,65+,Male
puffin_insurance,20210925,65+,Male
travel_ins_for_over_65,20220123,45-54,Female
wwwriascouk,20211016,65+,Female
boots_travel_insurance,20210613,55-64,Female
covid_travel_insurance,20210924,55-64,Male
nationwide_flex_account,20210920,65+,Female
nationwide_travel_insurance_with_flex_account,20211008,65+,Male
travel_insurance_in_instalments,20211104,65+,Male
what_age_does_travel_insurance_wit_lloyds_finish,20211019,65+,Male
cheapest_pre_existing_medical_insurance,20220119,65+,Male
covid_travel_insurance_for_amber_list_countries,20210524,55-64,Female
holiday_home_insurance_quotes,20210625,55-64,Male
m_and_s_premium_club_travel_insurance,20210312,65+,Male
staysure_is_iceland_classed_as_part_of_europe,20211109,55-64,Female
travel_insurance_for_over_70,20210424,65+,Female
travel_insurance_for_over_70_annualski,20211207,65+,Male
cheapest_quality_travel_health_insurance_for_6months_student_visa,20211012,15-24,Male
martin_lewis_travel_insurance,20210426,65+,Male
rias,20211104,65+,Female
travel_insurance_is_it_valid,20210719,55-64,Male
what_travel_insurance_do_i_need,20211124,45-54,Male
puffin_pet_insurance,20220101,45-54,Male
rias_home_insurance,20220106,65+,Male
travel_insurance,20210703,65+,Male
asda_travel_insurance_claim,20210208,35-44,Male
holiday_insurance_re_covid_cases,20210418,65+,Female
holiday_insurance_with_covid,20210613,65+,Male
medical_insurance_for_covide_in_uae,20210601,45-54,Male
nationwide_travel_insurence,20220105,NULL,Male
rias,20211119,NULL,Male
saga_travel,20210805,65+,NULL
short_yerm_holiday_insurance_uk,20211004,65+,Female
ski_insurance_slopes_only,20220107,65+,Male
emirates_covid_insurance,20220103,55-64,Male
is_ehic_card_still_valid,20210914,NULL,Male
nationwide_flex_direct_does_it_have_a_pin,20211115,55-64,Male
rias_home_insurance,20210511,65+,Male
travel_insurance_claims_advice,20210312,65+,Male
allclear_travel_insurance,20210919,65+,Male
aviva_travel_insurance,20210512,65+,Female
martins_money_travel_insurance,20210817,65+,Male
medical_travel_insurance,20211009,45-54,Female
travel_insurance_for_over_70,20220129,65+,Male
uk_international_travel_insurance_with_covid_cover,20210227,35-44,Female
cruise_insurance_for_over_65s,20211224,65+,Male
george_burrows_travel_insurance,20211212,55-64,Female
nationwide_travel_insurance_with_flex_account,20211124,25-34,Male
puffin_insurance,20210721,NULL,Male
axa_holiday_insurance_with_medical_conditions,20220120,65+,Male
cruise_insurance_with_medical_condition,20210825,65+,Male
money_supermarket_travel_insurance,20211023,65+,Female
travel_insurance_with_medical_conditions,20211208,65+,Male
wwweuropeiskeeng,20210613,55-64,Male
aviva_travel_insurance,20211014,65+,Male
cover_for_you_travel_insurance,20210530,65+,Male
good_to_go_travel_insurance,20211120,NULL,Female
johnsons_coach_holidays_insurance_company,20210509,65+,Female
natwest_travel_insurance,20220121,65+,Male
puffin_insurance,20211027,65+,Female
rias,20210626,55-64,Female
uk_temporary_car_insurance_uk,20211106,25-34,Male
if_you_take_out_travel_insurance_and_do_not_use_it_can_you_get_a_refund,20211230,65+,Female
nationwide_travel_insurance_with_flex_account,20211209,55-64,Female
travel_insurance_against_foreign_office_advice_portugal,20210627,65+,Male
age_uk_travel_insurance,20210731,65+,Male
cheap_travel_insurance,20210301,65+,Male
martin_lewis_travel_insurance_over_70s,20211014,65+,Female
avanti_travel_insurance,20211007,65+,Female
